sku,item_name,price
FPASSIONV010079,PASSION FRUIT PULP VIEJO LUIS 12 / 14 OZ,32.62
FPASTEGG,"WRAPPER, EGG RL TFF 6.5 SQ 12/1LB DO NOT SELL OR USE ITEM",29.95
FPASTEL37200,GUAVA / CHEESE PASTRY 1/72 (TRACY BAKERY),43.14
FPASTEL38100,GUAVA PASTRY BITES (200 UNITS) (TRACY BAKERY),59.71
FPASSIONV010087,PASSION FRUIT PILLOW PULP VIEJO LUIS 10 / 25.36 OZ,75.61
FPASTEL152-MB,MB GUAVA PASTRY 120 UNITS (RICA WAY),35.0
FPASTEL37400,CHEESE PASTRY 1/72 (TRACY BAKERY),43.14
FPASTEL38200,GUAVA / CHEESE PASTRY BITES (200 UNIT) (TRACY BAKERY),59.71
FPASSIONV010110,PASSION FRUIT CONCENT V LUIS 6/64OZ UPC 810070071103,121.94
FPASTEL37100,GUAVA PASTRY 1/72 (TRACY BAKERY),43.14
FPASTEL37500,COCO PASTRY 1/72 (TRACY BAKERY),43.14
FPASTEL38400,CHEESE PASTRY BITES (200 units) (TRACY BAKERY),59.71
FPASTEL38500,COCONUT PASTRY BITES (200 UNITS) (TRACY BAKERY),59.71
FPEA010043,PEAS & CARROTS 12/32 OZ V LUIS UPC 810070070434,40.71
FPIN010068,PINEAPPLE PILLOW PULP VIEJO LUIS 10 / 25.36 OZ,56.68
FPLAT(TJHP001),TIO JORGE PLANTAIN LEAVE 16/16OZ,26.57
FPASTELES151-MB,MB CHEESE PASTRY 120 UNITS (RICA WAY),35.0
FPEASANDCARROT,24 LB GOURMET PEAS & CARROTS FROZEN 24 LB 12/2LB,32.2
FPIN010080,PINEAPPLE PULP VIEJO LUIS 12 / 14 OZ,25.71
FPLAT001(SB10i),BIG BANANA PLANTAIN RIPE ( GUATEMALA) 4/6 LB,38.93
FPEA010042,PEAS $ CARROTS 12/16 OZ VIEJO LUIS UPC 81007007427,23.59
FPEPPERWHOLE,"PEPPER, BELL WHOLE 12/2LB MONARCH",71.39
FPIN010112,PINEAPPLE CONCENT V LUIS 6/64OZ UPC 810070071127,69.36
FPLAT010006,PLATANO SLICED __NATIVO FOODS __ 4 / 5 LBS,29.82
FPLAT010008,EL VIEJO LUIS PLANTAIN RIPE 8/2.5LB,39.0
FPLAT010178,EL VIEJO LUIS PLANTAIN LEAVES 15/16OZ UPC 810070071783,29.66
FPLATMAYA8/3LB,MAYA SWEET PLANTAIN 24 LB UPC5265800837,35.0
FRANCHO010044,RANCHO FIESTA BLEND V LUIS 12/16OZ UPC 810070070441,29.8
FPLAT010009,EL VIEJO LUIS PLANTAIN RIPE 6/4 LB UPC 810070070090,46.5
FPLATANOTABUENO,PLANTAIN TA BUENO 6 / 4LBS,32.0
FPLATMAYAWHOLE8/3,MAYA SWEET PLANTAIN WHOLE 8/3 LB,33.2
FROCOTO,PERUCHEF ROCOTO 18/ 1LB (850009035134),80.0
FPLAT010010,PLANTAIN RIPE {{ VIEJO LUIS }} 12 / 11 OZ UPC 810070070106,25.8
FPLATCARIBE,CARIBBEAN BEST PLANTAIN LEAVES 15/1LB,23.0
FPMARCPEPA,PERUCHEF PULPA MARACUYA CON PEPAS 30/1LB (866568007414),120.0
FROCOTOM,PERUCHEF ROCOTO MITADES DESP 8/2LB (850009035141,92.0
FSOF010045,SAFRITO BLEND 12/16 OZ VIEJO LUIS UPC 810070070458,24.87
FSORULLREG,SORULLITOS REGULAR 18/18 (RETAIL),33.8
FSTR010090,STRAWBERRY PULP VIEJO LUIS 12 / 14 OZ,34.5
FTAM010064,TAMARINDO PILLOW PULP VIEJO LUIS 10 / 25.36 OZ,40.0
FSORULLFSERV,SORULLOS CON QUESO F. SERVICE 40 UNIT,18.75
FSQ010028,COOKED SQUASH 24/12 OZ V LUIS UPC 810070070281,39.0
FSTR0100901,STRAWBERRY PILLOW PULP VIEJO LUIS 10 / 25.36 OZ,66.41
FTAM010082,TAMARINDO PULP VIEJO LUIS 12 / 14 OZ,20.0
FSORULLQUESO,SORULLITO CON QUESO 12/6,33.8
FSQUASH20LB,SQUASH YLW SLICED IQF FZN 20LB,43.38
FSTRAWCON010117,STRAWBERRY CONCENTRATE 6/64 OZ,70.95
FTAM010116,TAMARINDO CONCENT V LUIS 6/64OZ UPC 810070071165,62.83
FTAMF1000,CAT TAMAL PARTY SIZE 100/1.75 OZ UPC 10075127010000,33.0
FTAMF11425DL,DONA LAURA TAMAL EN HOJA 1/25 10OZ,75.0
FTAMR121,CAT 4 PORK TAMALES 12/4 UPC 075127001216,28.0
FTAMRV010146,TAMAL CUBAN STYLE {{ VIEJO LUIS }} 12 / 4 CT,25.67
FTAMF1110,CAT TAMALES 50/5oz UPC 10075127011106,74.0
FTAMF1202,CATALINA TAMAL CAZUELA 6/5 Lb UPC 075127012021,44.0
FTAMR125,CAT TAMALES CUBAN STYLE 12/4 UPC 075127001254,28.0
FTAMRV010180,TAMAL MINI (MICRO) W / PORK {{ VIEJO LUIS }} 12 / 4 CT,25.67
FTAMF1130,CAT TAMAL DE ELOTE 50/5oz,72.0
FTAMR106,CAT CLASSIC PORK TAMALES IN HUSK RETAIL 8/6 UNIT UPC 075127001063,69.0
FTAMR202,CAT TAMAL CAZUELA 12/13 oz UPC 075127002022,22.0
FTEQ010153,TEQUENO V LUIS 12/8OZ UPC 810070071530,47.14
FTEQ010154,TEQUENO GUAVA V LUIS 12/8OZ,51.42
FTEQUENON,TEQUENON CHEESE 1/70,66.0
FTEQUENOPARTY40/8,TEQUENOS PARTY 14/40 UN,300.0
FTOM010123,TOMATE ARBIL FRUTA V. LUIS 12/16OZ UPC 810070071233,37.41
FTEQ010155,TEQUENO FAMILY {{ VIEJO LUIS }} 12 / 20 OZ,105.5
FTEQUENON,GUAVA TEQUENON GUAVA/CHEESE 1/70,66.0
FTEQUENOPARTYGUAV,TEQUENO GUAVA/CHEESE PARTY 1/160,65.0
FTOS010012,EL VIEJO LUIS TOSTON (PATACON) 6/3 LB UPC 810070070120,46.13
FTEQPARTY24/20,TEQUENO PARTY 28/20/U PC,320.0
FTEQUENOPARTY,TEQUENO CHEESE PARTY 1/160,65.0
FTOM010083,TOMATE ARBOL PULP VIEJO LUIS 12 / 14 OZ,28.29
FTOS010013,EL VIEJO LUIS TOSTON 12 / 12OZ UPC 810070070137,26.0
FTOS010014,EL VIEJO LUIS TOSTON HAWAIIAN 10/2 LB UPC 810070070144,69.63
FTOSTONMAYA9/2A,MAYA TOSTONES HAWAIINS 9X2LB ** FOOD SERVICE **,49.0
FVEG(HARVEST,VL) MIX VEGETBLE 20 LB ( HARVEST VL),44.17
FVEGBLEND,VEGETAL MIXTO 20 LB,29.65
FTOS010092,EL VIEJO LUIS TOSTON FRIES 12/18OZ,45.0
FTOSTONMAYACOPA,MAYA TOSTONES COPA 6/3 LB,54.23
FVEG010040,MIX VEGETABLE 12/16 OZ VIEJO LUIS UPC 810070070403,26.46
FWHIP,"TOPPING, WHPD NONDAIRY PAIL FZN 30LB",58.76
FTOSTONMAYA9/2,MAYA TOSTONES HAWAIINS 9X2LB (LITOGRAFIADO),50.0
FTOSTORION,TOSTONE HAWAIIAN STYLE 6 / 3LBS {{{ TA BUENO }}},36.0
FVEG010041,MIX VEGETABLE 12/32 OZ V LUIS UPC 810070070410,53.0
FWHP1,"TOPPING, WHPD DAIRY LIGHT ULTRA 12/15",39.34
FYUC0001,CARIBEAN BEST YUCA *** 5 / 4LBS ***,26.72
FYUC010159,EL VIEJO LUIS MASA DE YUCA 10/3LB UPC 810070071592,45.43
FYUC02(TJYI101),TIO JORGE YUCA FRITA 20/1 LB,47.05
FYUC1600,STUFFED CASSAVA CATALINA 24/5 oz UPC 10075127016002,28.0
FYUC010017,EL VIEJO LUIS YUCA 8/4LB UPC 810070070175,60.0
FYUC02(TJ033),TIO JORGE YUCA /// 12 / 2 LBS \\\,50.21
FYUC02(TJYUC24),TIO JORGE YUCA 6 / 4 LB UPC6574400005,43.3
FYUC1615,CATALINA YUCA BITES WITH CHEESE 4/40 CT 1 OZ,49.0
FYUC010018,EL VIEJO LUIS YUCA FRIES 12/18OZ UPC 810070070182,37.0
FYUC02(TJ120H),TIO JORGE YUCA CHEESE BITES 5/2LB (TJ120H),64.07
FYUC02(TJYUC30RNL),TIO JORGE (NO LITOGRAFIADA )FRZN MASA DE YUCA 6/5LB,37.0
FYUCA2LB,EL VIEJO LUIS YUCA ///// 16/2 LB \\\\\\,66.01
FYUCMAYA,MAYA YUCA FOOD SERVICE CLEAR BAG 6/5LB - COSTA RICA,36.0
GA1W-RICO50,WHITE RICE ( RICO ) 50 LB,33.6
GADOB/CUMIN,GOYA ADOBO CON CUMINO *** TAPA VERDE *** 12 / 28 OZ,55.0
GADOBOW/O,ADOBO W/OUT PEPPER 1/30 LB,55.21
FYUYO,PERUCHEF YUYO 22/1LB (856568007391),129.0
GAAMBROSIA,LONG GRAIN WHITE RICE 4 % -50 LB (AMBROSIA HARVEST),26.36
GADOBO3843,GOYA ADOBO SIN PIMIENTA 12/28 OZ,66.26
GAJASMIN,JASMIN RICE MG 20 LB,34.0
GA11001,PARBOILED RICE 20LB (RICO),14.5
GACEITUNA,NEGRA ACEITUNA NEGRA 4/116OZ (856568007797),115.0
GADOBO3844,GOYA ADOBO //// CON \\\\ PIMIENTA 12/28 OZ,64.4
GAJASMIN1,JASMINE RICE (GOURMET) 44LB,58.44
GAJASMIN2,JASMINE RICE RICO 20 LBS,26.78
GAJIPANCA,PASTA AJI PANCA POCO PICANTE 4/116OZ (856568007759),105.0
GARICOLARG3,WHITE LONG GRAIN RICO 10/3LB,28.9
GARICOMEDIANO3,WHITE MEDIUM GRAIN RICO 10/3LB,36.4
GAJIAMARILLO,PASTA AJI AMARILLO 4/116OZ (85658007773),95.0
GARICO-L/G4/5LB,ARROZ RICO L/G 4/5LB,17.37
GARICO-M/G4/5LB,ARROZ RICO M/G 4/5LB,21.3
GARICOPARB,PARBOILED GRAIN ARROZ RICO 10/3 LB,31.0
GAJIAMARILLOPP,PASTA AJI AMARILLO POCO PICANTE 4/116OZ (856568007766),105.0
GARICOLARG,WHITE LONG GRAIN ARROZ RICO 20 LB,14.83
GARICOMEDIANO,WHITE MEDIUM GRAIN ARROZ RICO 20 LBS,19.05
GARICO-PARB4/5LB,ARROZ RICO PARB 4/5LB,18.0
GAV1290,RED BEANS & RICE VIGO 12/8OZ(1290) UPC 071072012901,22.83
GAV1350,PILAF RICE-UPRIGHT VIGO 6/8OZ (81350),7.5
GAV1924,CREMY AVOCADO LIME RICE DINNER 12/8OZ VIGO(1924) UPC 10071072019242,22.73
GAV3022,BASMATI RICE HIMALAYAN 4/10LB VIGO(3022) UPC 071072030240,45.0
GAV1294,BLACK BEANS & RICE VIGO 12/8OZ(1294) UPC 071072012949,22.73
GAV1922,CILANTRO LIME RICE DINNER VIGO12/8OZ(1922) UPC 10071072019228,22.14
GAV3008,ARBORIO RICE 6/2LB VIGO(3008) UPC 071072030080,21.88
GAV3026,JASMINE RICE VIGO 6/2lb(3026) UPC 10071072030261,21.94
GAV1321,MEXICAN RICE VIGO 12/8OZ(1321) UPC 071072013212,21.62
GAV1923,COCONUT GINGER RICE DINNER 12/8OZ VIGO(1923) UPC 071072019238,21.62
GAV3021,BASMATI RICE VIGO 6/2LB(3021) UPC 10071072030216,26.87
GAV3090,ARBORIO RICE-JUG 4/2.2LB VIGO(3090) UPC 071072030905,24.85
GAV3091,BASMATI RICE -JUG 4/2LB VIGO HEIRLOOM(3091) UPC 071072030912,22.72
GAV80310,RISOTTO ALLA MILANESE 6/8OZ ALESSI(80310) UPC 071072003107,14.95
GAV80315,RISOTTO BROCOLLINI 6/6.5OZ ALESSI(80315) UPC 071072003152,14.95
GAV83007,ARBORIO RICE VIGO UP-R 12/12oz(83007) UPC 071072030073,21.23
GAV3093,COUS COUS 4/1.85LB VIGO(3093),21.0
GAV80312,RISOTTO FUNGHI 6/8 OZ ALESSIS(80312) UPC 071072003121,14.95
GAV80319,ARBORIO RICE ALESSIS 10/26.04 OZ(80319) UPC 071072003190,35.5
GAV83020,BASMATI RICE VIGO 6/12 OZ(83020) UPC 071072030202,13.0
GAV4073,ARBORIO RICE BOIL IN BAG 6/12.7OZ VIGO(4073),19.0
GAV80314,RISOTTO POMODORI SECCHI 6/8OZ ALESSI(80314) UPC 071072003145,14.95
GAV81358,PRIMAVERA RICE UPRIGHT VIGO 6/8OZ(81358) UPC 071072013588,10.85
GAVFARRO4074,FARRO BOIL IN BAG 6/12.7OZ VIGO(4074),22.0
GAVQUINOA3094,QUINOA ORGANIC- JUG 4/2LB VIGO(3094) UPC 071072030943,36.0
GAZUCAR/BRNSS,"SUGAR, BROWN CANE SS PKX1200/4.5 gr",48.03
GAZUCAR/WHTPKT,"SUGAR, WHITE 1/10 OZ SS PKT 2000EA",37.14
GAZUCARUBROWN,"LIGHT BROWN SUGAR, 50 LB",55.0
GAVQUINOA4070,QUINOA BOIL IN BAG ORGANIC VIGO 6/12OZ(4070) UPC,25.0
GAZUCAR/EQUAL,"SUGAR SUB, EQUAL 1GR SS PKT*2000/1GR",55.5
GAZUCARSW2,SWS EXTRA FINE GRANULATED WHITE SUGAR 20/2 LB,48.0
GAZUCARUFINE1010,IMPERIAL FINE SUGAR 50 LB,41.83
GAVRPAL1193,MAR HEARTS OF PALM & ART SALAD MIX 12/12OZ VIGO(1193) UPC 071072011935,26.36
GAZUCAR/SPLENDA,"SUGAR, YLW SPLENDA 1GR SS 2000PK",60.04
GAZUCARSW4,SWS EXTRA FINE GRANULATED WHITE SUGAR 10/4 LB,39.89
GBAS1411,CHICKEN SOUP BASE 4/5LB VIGO(1411) UPC 071072014127,65.0
GBAS1413,BEEF BASE 4/5 LB VIGO(1413) UPC 071072014141,72.0
GBLANK,PENDING ITEM (READ COMMENT FOR PRODUCT AND PRICE),0.0
GBULGUR50,BULGUR WHEAT TORINO PLS 50 LB,35.35
GCAPE1112,CAPERS NONPAREILLES 12/3.5OZ VIGO(1112) UPC 071072011126,19.5
GBASCHIC821,CHICKEN BASE JC FOOD 30lb,58.57
GBTOPSTRAW,"TOPPING, STWBY SCE LIQ SQZ BTL 12/19.25",39.78
GCAFECANDADO,CAFE CANDADO 12 / 8oz,39.0
GCAPE1113,CAPER CAPOTES VIGO 12/3.5oz(1113) UPC 071072011133,13.85
GBFLAVORMANT,MANTECADO FLAVOR 4/1 GAL,100.0
GBTOPWHPD2880540,"TOPPING, WHPD DAIRY LIGHT ULTRA 12/15OZ",39.81
GCAFEREAL,CUBAN REAL ESPRESSO WHOLE BEANS 4/2 LB,90.42
GCAPE1125,CAPERS NONPAREILLES 12/16OZ VIGO(1125) UPC 071072011249,61.21
GCAPE1513,CAPERS CAPOTES 6/32OZ(1QT) VIGO(1513) UPC 071072015148,40.47
GCOLCHOCOLAT,CHOCOLATE 12/PT,55.5
GCOLORREDG,RED COLOR 4/1 GAL,57.0
GCOLORYELLP,YELLOW RICE COLOR PT/12,43.1
GCHERRY,"CHERRY, MRCNO W/ STEM LG PLST 4/128 OZ",144.56
GCOLORBLACKG,BLACK COLOR 4/1GAL,92.57
GCOLORREDP,RED COLOR PT/12,44.67
GCOOKIE,COOKIES (FLOWER) FIESTA CAMPESINA 36 / 180 GMS,107.79
GCOCKTAIL,SPICY COCKTAIL STICKS 3900G (BANDERILLAS),46.61
GCOLORBLACKP,BLACK COLOR PT/12,53.6
GCOLORYELLG,EGG COLOR 4/1GAL,44.42
GCORNBW,WHITE BROKEN CORN 50 LB,43.0
GCORNBY,YELLOW BROKEN CORN 50 LB,29.89
GCORNMEALF,FINE CORNMEAL TORINO 50LB,30.53
GDBALS2174,ITALIAN / ASIAN FUSION BALS REDUCTION 6/8.5OZ ALESSI(2174),21.0
GDBALS2182,RASBERRY BALSAMIC REDUCTION 6/8.5OZ ALESSI(2182) UPC 071072021828,21.0
GCORNFLOUR,CORN FLOUR 50 Lbs,30.0
GCORNSTAR,CORNSTARCH 50 LB,35.0
GDBALS2180,BALSAMIC REDUCTION 6/8.5OZ ALESSI(2180),25.5
GDBBQ9844416,BBQ SAUCE (SWEET BABY) 4/1GAL,82.44
GCORNMEALCA,CORNMEAL COARSE ALBERTO 50 LB,30.63
GCRANB7184807,CRAMBERRY DRIED SWTND 10 LB,41.5
GDBALS2181,WHITE BALSAMIC REDUCTION 6/8.5OZ ALESSI(2181),25.5
GDBBQSAUCE,BBQ SAUCE 4/1 GAL,33.48
GDBLUCH,DRESIN BLU CHEESE 4/1GL,98.6
GDFRENCH,FRENCH DRESSING 4/1 GAL MONARCH,65.89
GDITALIAN-1,ITALIAN HERB VNGRT DRESSING 100/1.5OZ,31.8
GDMAYO-9329202,"MAYONNAISE, SS POUCH 500 / 9 GM",75.6
GDCES180315,CAESAR DRESS PURITY 4/1 GAL,71.04
GDHOTSAUCE,HOT SAUCE 4/1GAL,27.8
GDLEMON,LEMON JUICE (CHEF'S CHOICE) 4/1gl UPC1517100161,25.6
GDMAYONESA1,MAYONNAISE **** CHEF RECIPE **** 4 / 1GL,47.9
GDCESAR,CAESAR DRESSING 4/1GL MONARCH,91.69
GDITALIAN,DRESSING ITALIAN 4/1 GAL (WISH BONE),86.39
GDMAY5980,MAYONNAISE HEAVY DUTY ** GOLD ** 4/1 GL,73.78
GDMAYONESA2,MAYONNAISE {{{{ SUPER HEAVY DUTY }}}} (MARINA) 4 / 1GL,54.3
GDMOJ1900,MOJO CRIOLLO (CATALINA) 4/1 gal UPC 075127019006,26.0
GDMOJOBADIA,MOJO MARINADE (BADIA ) 4/128OZ,45.51
GDMUST-4329314,"MUSTARD, YLW SS POUCH 200/4.5 GR",19.93
GDNARANJA,NARANJA AGRIA ( BITTER ORANGE ) 4/1 GAL,20.78
GDMOJC803,MOJO CRIOLLO (LIBORIO) 4/1GAL,22.0
GDMOJOCONCHITA,MOJO CRIOLLO MARINADE 4/128 OZ ( CONCHITA ),22.5
GDMUSTPORTIO,MUSTARD PACKET (YELLOW) 500 / 5.5 GM ** WEST CREEK **,40.0
GDNARLECHAGRIAGLN,NARANJA AGRIA (LECHONERA )4/1 GAL,23.14
GDMOJLECHMOJOGLN,MOJO CRIOLLO (LECHONERA) 4/1gl,25.5
GDMUST1190,MUSTARD YELLOW *** MARINA *** 4 / 1GL,33.0
GDNARA1800,NARANJA AGRIA (CATALINA) 4/1 GAL UPC 075127018009,23.0
GDRANCH,DRESSING RANCH 4/1 GAL,82.31
GDRESINHONY,DRESSING HONY MUST SS CUP 100/1.05OZ,30.28
GDSAUCEALFREDO,"SAUCE, ALFREDO CAN SHLF STABL 6/#10",191.9
GDSAUCEMNARA,"SAUCE, MNARA TMTO SS CUP 60/2 OZ",54.16
GDSOYSAUCE/STIRFRY,"SAUCE, STIR FRY REDUCED SDM 4/0.5 GAL MONARCH",62.65
GDRESSING,"DRESSING, VNGRT RSP FT/FR 4/1 GL (MONARCH)",69.04
GDSAUCECKTL,"SAUCE, CKTL SEAFD SS CUP SHLF 100/ 1 OZ",28.0
GDSOYSAUCE,SOY SAUCE DELUXE 4/1 GAL,31.79
GDSOYSAUCE1,SOY SAUCE KIKKOMAN 4/1 GA,92.8
GDSAUCE,SAUCE HOSIN CAN SHLF STABL 6/5 LB,80.15
GDSAUCEGARL,SAUCE GARLIC PARM PLAST JAR 4/0.5 GA,74.21
GDSOYSAUCE/REDSDM,"SAUCE, SOY REDUCED SDM PLST JUG 6/0.5 GAL KIKOMAN",70.7
GDSOYSAUCE11,5 GLS SOY SAUCE KIKKOMAN,46.74
GDSOYSAUCEB,BALDOM SALSA CHINA 4/103 OZ,38.9
GDSZEST,"SAUCE, CKTL SEAFD ZESTY PLST 4/1GA",53.21
GDUL80304,ALESSIS SFOGLIATINTE 12/7OZ(80304) UPC 071072003046,37.19
GDULALESSI80300,CANNOLI SHELLS 12/3OZ(80300),46.0
GDSWEET,SWEET & SOUR SAUCE 4/1 GAL,47.0
GDTARIY8003956,SAUCE TYKI GLAZ PLAST JUG 6/5 LB,101.38
GDUL80307,12/7OZ ALESSI SAVOIARDI(80307) UPC 071072003077,30.29
GDULCE,GUAVA PASTE 24/14 OZ CONCHITA,36.6
GDSWTSOUR,SAUCE SWT & SOUR RED PLAST JUG 6/75OZ,73.27
GDTARIYASAUCE,TERIYAKI SAUCE 4/1 GAL,101.53
GDUL80308,10/14OZ ALESSIS SAVOIARDI(80308) UPC 071072003084,48.15
GDULCECARAMELO,CARAMELO SYRUP 12/50OZ,127.5
GDULCOCOLOPEZ,COCO LOPEZ CREMA 24/15 OZ,69.3
GDULGUAVA1,NEZKA GUAVA PASTE 36/300G,27.45
GDVIN1131,BALSAMIC VINEGAR 6/12.75 OZ ALESSI(1131) 071072011317,19.11
GDVIN1146,ALESSI WHITE WINE VINEGAR(1146) 6/12.75OZ UPC 071072011461,13.11
GDULCOCONUT32,GRATED COCONUT CONCHITA 12/32.5 OZ,81.85
GDULGUAVMAR,GUAVA MARMALADE 12/32 ONZAS (CONCHITA),45.45
GDVIN1132,WHT BALS VINEGAR 6/12OZ ALESSIS(1132) UPC 071072011324,17.8
GDVIN1148,BALSAMIC VINEGAR ALESSI 2/1GAL(1148) UPC 071072011485,38.0
GDULFLAN,FLAN DE LECHE LA LECHERA 20/155G,51.0
GDVIN1129,BALSAMIC VINEGAR ALESSI 6/8.5OZ(1129) UPC 071072011294,13.22
GDVIN1144,RED WINE VINEGAR 6/12.75oz ALESSI(1144) UPC 071072011447,11.75
GDVIN1552,VINEGAR RED WINE VIGO 4/1gl(1552) UPC 071072015544,30.04
GDVIN842,RED WINE VINEGAR 4/1 GL MARINA,31.95
GDWINTRIGWINEGAL,COOKING WINE (LIBORIO) 4/1 GAL,20.95
GEACHOTE305,ACHIOTE ENTERO 4/1GL,67.7
GEANIS,ANIS ESTRELLADO 1/7OZ,17.25
GDVINEGAR,VINEGAR WHITE 4/1 GAL,15.56
GDWORCESAUCE,WORCESTERSHIRE 4/1 galon,84.32
GEACHOTEM201,ACHOTE MOLIDO 4/4.5LB,110.89
GEANIS,22LB ANIS ESTRELLADO 22 LB,140.06
GDVINEGAR-10,"VINEGAR, CIDR APPL PLST 6/1 GALON (HEINZ)",54.54
GEACHIOTEENTERO,ACHIOTE ENTERO 50 LB,236.7
GEACHOTEM50LB,ACHIOTE MOLIDO 50LB,201.81
GEANIS50LB,ANIS ESPANOL 50 LB,288.0
GEAVOCLEAVES649-A,ORALE AVOCADO LEAVES 12/0.25 OZ,25.28
GEBAY#50,BAY LEAVES 50 LB,220.8
GEBIJA,BIJAFLOR YELLOW COLOR 4/1,175.0
GECAYENNE50,CAYENNE PEPPER 50LB,155.0
GEBASIL25,BASIL FLAKES 25 LB,114.8
GEBAY4401410,BAY LEAVES 4/12 OZ,38.03
GECAJUN-1,CAJUN SEASONING 1/6.75LB,115.91
GECHAMOMILE,CHAMOMILE 1LB (MANZANILLA),9.5
GEBASILG,BASIL 4/1,32.84
GEBAYM,MOLIDO BAY LEAVES 4/1,40.85
GECAYENNE,CAYENNE PEPPER 4/1 LB,73.46
GECILANTRO25,CILANTRO 25 LB,140.0
GECINAMON,CINNAMON POWDER 4/3.75 LB,88.52
GECLAVO,CLAVO MOLIDO 1/16 oz,16.0
GECOM4405815,CUMIN GND AS 4/3.75 LBS,56.46
GECURRY,CURRY POWDER 4/3.75 LB,77.55
GECINAMON-1,CINNAMON STICK 4/3.75LB,75.06
GECLAVOENTERO,CLAVO ENTERO 4/1 GL,170.0
GECOMSEED766,CUMIN WHOLE SEED 4/4 LBS,70.24
GECURRY50LB,CURRY POWDER 50 LB,210.0
GECINAMON44LB,CINAMON STICK 44LB,209.69
GECLAVOENTERO110LB,CLAVO ENTERO 110LB,833.58
GECORIANDER,CORIANDER GRND SPICE,19.5
GEFEN536,FENNEL SEED WHOLE 4/4 LBS,58.57
GEFEN536-1,FENNEL SEED 50 LB,132.0
GEFLA80210,FLAVORING VIGO 100/1gr(80210),11.73
GEGARLICG4/1,GARLIC GRANULATED AS 4/4 LB,78.35
GEGARLICP4440150,GARLIC POWDER 4/3.5 LB,72.6
GEFLA80207,FLAVORING VIGO 12/12/4gr MASTER CASE (80207),112.52
GEFLAV80211,FLAVORING VIGO 50 / 5gr(80211),10.75
GEGARLICG55LB,GARLIC GRANULATED 55 LB,184.7
GEGINGER,GINGER MOLIDO 4/1 GL,79.58
GEFLA80208,FLAVORING VIGO 1 lb(80208),13.12
GEGARLIC5LBS,GARLIC POWDER 5LB BAG,15.54
GEGARLICG5LBS,GRANULATED GARLIC 5LB BAG,22.04
GEGINGER50LB,GINGER MOLIDO 50 LB,200.1
GELEM69389520100,LEMON PEPPER 4/6 LB,75.71
GEMSG,MSG 4/6 LBS,60.18
GEMULCINNAMON,EMULCION CINNAMON FLAVOR 4/1 GAL,97.0
GENUEZMOSCE,NUEZ MOSCADA ENTERA 16OZ,12.5
GEMANZANILLA,22LB MANZANILLA 22 LB,198.0
GEMSG-1,MSG 1/50 LBS,116.76
GEMULCOCO,EMULCION DE COCO 4/1 GAL,69.0
GENUEZMOSCM,NUEZ MOSCADA MOLIDA16 OZ,12.6
GEMET9389520204,MEAT TENDERIZER 4/7 LB,100.0
GEMULBUTTER,EMULCION BUTTER FLAVOR 4/1 GAL,115.0
GEMULRUMBA,EMULCION RUMBA RUM 4/1 GAL,95.5
GENUEZMOZC50,NUTMEG GROUND 50 LB,462.0
GENUEZMOZCW50,NUTMEG WHOLE 50 LB,638.0
GEOREG4443010,OREGANO GND AS 4/3.5 LB,66.85
GEPAPRICA50LB,PAPRIkA 1/50 LB,175.35
GEPAR4444015,PARSLEY FLAKES AS 4/12 OZ,43.87
GEONIONC,CHOPPED ONION 44 LBS BAG,130.0
GEOREW443035,OREGANO WHOLE AS 4/24 OZ,59.06
GEPAPSM,SMOKED PAPRIKA 1 LB,7.9
GEPEP80361,BLACK PEPPER GRINDER (LARGE) 6 / 2.64 OZ,14.6
GEONIONP,ONION GRANULATED 4/4 LB,91.23
GEPAP4443515,PAPRIKA 4/4.5 LBS,68.57
GEPAR107,PARSLEY 16 LB,136.0
GEPEPALEXI80363,MIXED PEPPER GRINDER-LARGE 6/2.39OZ ALESSI(80363),12.4
GEPEPBLK4460145,PEPPER BLACK GND AS 4/4 LBS,140.13
GEPEPBLKWHOLE,PEPPER BLACK (WHOLE) 4/4 LB,125.7
GEPEPPERGROUND55LB,PEPPER BLACK GROUND 55 LB,426.08
GEPEPREDC0238,CRUSHED RED PEPPER 4/5 LB,61.54
GEPEPBLKFINA,PIMIENTA NEGRA FINA 4/1,112.12
GEPEPDULCE,PIMIENTA DULCE MALAGUETA 4/1GL,141.23
GEPEPPERWHOLE55LB,PEPPER BLACK WHOLE 55 LB,353.57
GEPEPREDSPICE,SPICE PPR RED CRSD PLST SHKR 12 OZ,15.0
GEPEPBLKM50LB,PIMIENTA NEGRA MOLIDA 50 LB,265.8
GEPEPPERCRUS,CRUSHED RED PEPPER 55LB,180.0
GEPEPPORTIO,BLACK PEPPER PACKETS .1GM 3000CT,33.6
GEPEPWHITE,GRD WHITE PEPPER 4/1GL,159.99
GEROSEMARY,ROSEMARY WHOLE 4/1 GL,48.15
GESEAFAJ745,SEASONING FAJITA 4/6 LB,67.25
GESESAMESEED4/1GL,SESAME SEED 4/1 GL,64.05
GETURMERIC,50LB TURMERIC 50 B,141.46
GEROSEMARY50LB,ROSEMARY WHOLE 50 LB,193.31
GESEASALT,SEASONING SALT 4/1 GAL,66.0
GESOD4500101,SODIOM BENZOATE AS 4/4 LBS,108.9
GFBLA01001,BLACK BEANS ALBERTO 1/20 LB,22.0
GESAF80219,SAFFRON VIGO 12/5gr(80219),51.95
GESESAME,SEED SESAME SEED 55 LB,80.0
GETHYME,THYME WHOLE 4/1,47.66
